LivingArea,NumBedrooms,Pool,ClosePrice,DwellingType,num_baths
792.0,2,Community,48000.0,Townhouse,1.0
1889.0,3,None,155000.0,Single Family - Detached,2.0
1679.0,3,Private,224560.0,Single Family - Detached,2.0
2334.0,4,Private,399000.0,Single Family - Detached,2.0
1147.0,3,None,120000.0,Single Family - Detached,2.0
634.0,1,Community,33500.0,Apartment Style/Flat,1.0
2174.0,3,Community,228500.0,Single Family - Detached,2.5
3050.0,5,None,189950.0,Single Family - Detached,2.5
3003.0,4,Private,360000.0,Single Family - Detached,3.0
3390.0,5,Private,527900.0,Single Family - Detached,4.0
3312.0,6,None,460000.0,Single Family - Detached,3.5
1516.0,3,Community,125000.0,Townhouse,2.0
1953.0,3,Community,325000.0,Patio Home,2.0
1827.0,2,None,109700.0,Single Family - Detached,2.0
2360.0,4,Private,325000.0,Single Family - Detached,3.5
2292.0,3,Private,253000.0,Single Family - Detached,2.0
1667.0,3,Private,186000.0,Single Family - Detached,2.0
4036.0,4,Private,422500.0,Single Family - Detached,2.5
1797.0,3,None,195000.0,Single Family - Detached,2.0
1737.0,2,None,85000.0,Single Family - Detached,2.0
2338.0,3,Community,235000.0,Single Family - Detached,2.5
3549.0,4,None,329000.0,Single Family - Detached,2.5
1570.0,3,None,140000.0,Single Family - Detached,2.0
2258.0,4,Private,311000.0,Single Family - Detached,2.0
1208.0,3,None,109900.0,Single Family - Detached,2.0
1874.0,3,Private,276000.0,Single Family - Detached,2.0
1864.0,3,None,302000.0,Single Family - Detached,2.0
2629.0,4,None,310000.0,Single Family - Detached,2.5
1986.0,2,Community,185000.0,Single Family - Detached,2.0
2622.0,4,Community,335000.0,Single Family - Detached,3.0
2130.0,4,Community,177900.0,Single Family - Detached,2.5
2279.0,5,None,118125.0,Single Family - Detached,2.5
3460.0,4,Private,338000.0,Single Family - Detached,3.5
1266.0,3,Community,118000.0,Single Family - Detached,2.0
1456.0,3,None,146000.0,Single Family - Detached,2.0
1967.0,3,None,345000.0,Single Family - Detached,2.0
2469.0,5,Community,285000.0,Single Family - Detached,3.0
2196.0,4,Community,177900.0,Single Family - Detached,2.5
1125.0,2,None,102000.0,Single Family - Detached,2.0
1990.0,4,None,208000.0,Single Family - Detached,2.5
2173.0,3,None,211500.0,Single Family - Detached,2.0
3340.0,5,Community,245000.0,Single Family - Detached,3.0
1714.0,4,Private,132000.0,Single Family - Detached,2.0
1231.0,2,None,146500.0,Single Family - Detached,2.0
1138.0,3,None,129000.0,Single Family - Detached,2.0
1915.0,3,Private,152000.0,Single Family - Detached,2.0
2308.0,4,Both Private & Community,285000.0,Single Family - Detached,2.5
976.0,2,Community,80000.0,Townhouse,2.0
938.0,2,Community,107000.0,Apartment Style/Flat,2.0
2605.0,4,None,490250.0,Single Family - Detached,3.0
2152.0,3,None,445000.0,Single Family - Detached,2.0
1868.0,4,Private,159000.0,Single Family - Detached,2.0
889.0,2,None,80000.0,Single Family - Detached,1.0
1350.0,3,None,225000.0,Single Family - Detached,2.0
3396.0,4,Private,330750.0,Single Family - Detached,3.0
1144.0,3,None,101000.0,Single Family - Detached,2.0
1361.0,3,Community,230000.0,Townhouse,3.0
1053.0,3,None,114000.0,Single Family - Detached,2.0
1454.0,2,Community,162500.0,Single Family - Detached,2.0
2332.0,3,Community,463000.0,Single Family - Detached,3.0
2967.0,4,Both Private & Community,220000.0,Single Family - Detached,2.5
1734.0,3,Community,164888.0,Single Family - Detached,2.5
2113.0,4,None,145000.0,Single Family - Detached,2.5
2973.0,4,Private,237000.0,Single Family - Detached,3.0
1688.0,3,Community,177500.0,Townhouse,2.5
1806.0,4,None,139900.0,Single Family - Detached,2.0
1806.0,4,None,280000.0,Single Family - Detached,2.0
1621.0,3,Private,195000.0,Single Family - Detached,2.0
1546.0,3,None,135000.0,Single Family - Detached,2.0
1368.0,3,None,138000.0,Single Family - Detached,2.0
1641.0,2,Community,250000.0,Single Family - Detached,2.0
1489.0,3,Community,176000.0,Single Family - Detached,2.0
3175.0,5,None,344750.0,Single Family - Detached,3.0
1208.0,2,Community,234500.0,Apartment Style/Flat,2.0
3576.0,4,Community,872500.0,Single Family - Detached,3.5
660.0,1,Community,67000.0,Townhouse,1.0
1105.0,2,Community,160000.0,Single Family - Detached,2.0
2409.0,4,None,337000.0,Single Family - Detached,2.0
2933.0,3,Private,719500.0,Single Family - Detached,3.0
1504.0,3,None,215000.0,Single Family - Detached,2.0
1452.0,2,Private,279000.0,Single Family - Detached,2.0
1718.0,3,None,122000.0,Single Family - Detached,2.0
1152.0,3,None,128000.0,Single Family - Detached,3.0
2783.0,4,Private,222000.0,Single Family - Detached,3.0
2219.0,3,Private,260000.0,Single Family - Detached,2.5
2109.0,4,Community,190000.0,Single Family - Detached,2.5
1892.0,3,None,169500.0,Single Family - Detached,2.0
1800.0,3,None,327000.0,Single Family - Detached,2.0
1111.0,3,None,93000.0,Townhouse,2.0
3061.0,5,None,323000.0,Single Family - Detached,3.0
1872.0,4,None,185000.0,Single Family - Detached,2.0
3640.0,5,Private,449000.0,Single Family - Detached,3.5
1444.0,2,Community,139900.0,Gemini/Twin Home,2.0
2346.0,4,None,210000.0,Single Family - Detached,2.5
1678.0,3,Community,209900.0,Single Family - Detached,2.0
2054.0,4,None,197000.0,Single Family - Detached,2.0
1903.0,3,Private,154900.0,Single Family - Detached,2.0
2675.0,3,Both Private & Community,695000.0,Single Family - Detached,2.5
816.0,2,None,127500.0,Single Family - Detached,1.0
3537.0,4,Community,653500.0,Single Family - Detached,3.5
1966.0,4,Community,293000.0,Single Family - Detached,2.0
912.0,3,None,83899.0,Single Family - Detached,1.0
2046.0,4,None,142500.0,Single Family - Detached,2.0
2677.0,3,None,360000.0,Single Family - Detached,2.0
2634.0,5,None,345000.0,Single Family - Detached,2.5
3218.0,3,Private,505000.0,Single Family - Detached,2.5
2055.0,4,Private,195000.0,Single Family - Detached,2.5
2600.0,3,Private,299000.0,Single Family - Detached,2.5
1715.0,3,Community,289000.0,Single Family - Detached,2.0
2002.0,4,None,197000.0,Single Family - Detached,2.5
3018.0,4,Private,289900.0,Single Family - Detached,2.5
1311.0,3,Community,131500.0,Single Family - Detached,2.0
1420.0,2,Community,199000.0,Apartment Style/Flat,2.0
1440.0,3,None,145000.0,Single Family - Detached,2.0
1222.0,3,None,110000.0,Single Family - Detached,2.0
1468.0,3,None,194000.0,Single Family - Detached,2.0
1144.0,2,Community,69999.0,Single Family - Detached,2.0
2459.0,4,None,212000.0,Single Family - Detached,2.5
6700.0,4,Both Private & Community,3600000.0,Single Family - Detached,4.5
1358.0,3,Private,209900.0,Single Family - Detached,2.0
3583.0,4,Private,524700.0,Single Family - Detached,3.5
1801.0,2,Community,303000.0,Townhouse,2.0
2166.0,3,None,185000.0,Single Family - Detached,2.0
1587.0,2,Community,352500.0,Single Family - Detached,2.0
1628.0,3,None,145000.0,Single Family - Detached,2.5
3985.0,4,Both Private & Community,950000.0,Single Family - Detached,4.0
2295.0,4,None,325000.0,Single Family - Detached,2.0
1795.0,2,Community,284000.0,Townhouse,2.0
1465.0,3,Community,131900.0,Single Family - Detached,2.0
2812.0,4,Both Private & Community,335000.0,Single Family - Detached,3.0
1655.0,3,Private,219000.0,Single Family - Detached,2.0
1457.0,3,None,101850.0,Single Family - Detached,2.5
1140.0,3,None,86000.0,Single Family - Detached,2.0
2184.0,3,Private,280000.0,Single Family - Detached,2.5
1489.0,4,None,133000.0,Single Family - Detached,2.0
952.0,3,None,110000.0,Single Family - Detached,2.0
2895.0,5,None,280000.0,Single Family - Detached,4.0
4377.0,5,None,549900.0,Single Family - Detached,3.5
1959.0,2,Private,401500.0,Single Family - Detached,2.0
1949.0,3,None,212000.0,Single Family - Detached,2.0
1687.0,3,Community,135000.0,Single Family - Detached,2.0
1698.0,4,Private,229000.0,Single Family - Detached,2.0
2171.0,3,Private,303000.0,Single Family - Detached,2.0
2509.0,4,None,235590.0,Single Family - Detached,2.5
2169.0,3,Private,228000.0,Single Family - Detached,3.0
1608.0,3,None,75001.0,Single Family - Detached,2.0
3014.0,4,Private,483000.0,Single Family - Detached,2.0
1384.0,3,None,175000.0,Single Family - Detached,2.0
1417.0,3,None,155000.0,Single Family - Detached,2.0
3157.0,4,None,325000.0,Single Family - Detached,2.5
1056.0,2,None,48000.0,Mfg/Mobile Housing,1.5
1176.0,3,None,147900.0,Patio Home,2.0
2519.0,4,None,281500.0,Single Family - Detached,2.5
2742.0,4,Community,297500.0,Single Family - Detached,3.0
2764.0,4,Private,334000.0,Single Family - Detached,2.5
1670.0,3,None,205000.0,Single Family - Detached,2.0
2209.0,3,None,340000.0,Single Family - Detached,2.0
1852.0,3,None,145000.0,Single Family - Detached,2.0
1308.0,3,Community,136000.0,Single Family - Detached,2.0
1904.0,3,None,232000.0,Single Family - Detached,2.0
1154.0,3,None,190000.0,Single Family - Detached,2.0
1846.0,3,None,159900.0,Single Family - Detached,2.5
1875.0,4,Private,200000.0,Single Family - Detached,2.0
880.0,2,Community,82000.0,Mfg/Mobile Housing,2.0
665.0,1,None,100000.0,Townhouse,1.0
1338.0,2,Community,152450.0,Single Family - Detached,2.0
1964.0,4,None,147000.0,Single Family - Detached,2.0
2840.0,3,Community,640000.0,Townhouse,2.5
2320.0,3,Private,463000.0,Single Family - Detached,3.0
1310.0,3,None,130000.0,Single Family - Detached,2.0
3439.0,4,Community,1746700.0,Single Family - Detached,4.5
2484.0,4,Private,381000.0,Single Family - Detached,2.0
1101.0,2,Community,156000.0,Single Family - Detached,2.0
1843.0,2,Community,290000.0,Townhouse,2.0
2100.0,4,None,179990.0,Single Family - Detached,2.0
1962.0,3,None,287500.0,Single Family - Detached,2.0
1546.0,4,None,109000.0,Single Family - Detached,1.0
693.0,1,Community,105500.0,Apartment Style/Flat,1.0
2080.0,4,None,278500.0,Single Family - Detached,3.0
1077.0,2,Community,141000.0,Single Family - Detached,2.0
2708.0,5,None,190000.0,Single Family - Detached,3.5
1092.0,3,None,55125.0,Single Family - Detached,2.0
2563.0,4,None,321000.0,Single Family - Detached,2.5
1301.0,2,Community,252000.0,Apartment Style/Flat,2.0
3078.0,3,Community,275000.0,Single Family - Detached,3.5
1759.0,3,None,225000.0,Single Family - Detached,2.0
1518.0,2,Community,173000.0,Townhouse,2.0
1305.0,3,None,110000.0,Single Family - Detached,2.0
1277.0,3,None,112000.0,Single Family - Detached,2.0
1516.0,3,None,138000.0,Single Family - Detached,2.0
1700.0,4,Private,152000.0,Single Family - Detached,2.0
3193.0,4,Private,436000.0,Single Family - Detached,2.5
1200.0,3,None,112000.0,Single Family - Detached,2.0
986.0,2,Community,57000.0,Townhouse,1.5
1822.0,3,Private,174000.0,Single Family - Detached,2.0
680.0,1,Community,108500.0,Apartment Style/Flat,1.0
1681.0,4,Private,222000.0,Single Family - Detached,2.0
1842.0,4,Community,324500.0,Single Family - Detached,2.5
2130.0,4,Private,308750.0,Single Family - Detached,2.0
2280.0,4,None,149900.0,Single Family - Detached,2.5
3037.0,4,None,220000.0,Single Family - Detached,3.0
1450.0,2,Community,215000.0,Single Family - Detached,2.0
4469.0,5,Private,589000.0,Single Family - Detached,3.5
1419.0,2,Community,95000.0,Gemini/Twin Home,2.0
3076.0,5,Private,405000.0,Single Family - Detached,3.0
2448.0,3,None,275000.0,Single Family - Detached,2.0
2413.0,4,Both Private & Community,400000.0,Single Family - Detached,2.0
3251.0,4,Private,220000.0,Single Family - Detached,2.5
4221.0,6,Private,349000.0,Single Family - Detached,4.5
1687.0,2,Community,320000.0,Townhouse,2.5
1284.0,3,None,146500.0,Single Family - Detached,2.0
3705.0,3,Private,800000.0,Single Family - Detached,2.5
1258.0,2,Community,147000.0,Single Family - Detached,2.0
1484.0,3,None,175837.0,Single Family - Detached,2.0
1310.0,3,None,115500.0,Single Family - Detached,2.0
1980.0,2,Both Private & Community,241500.0,Single Family - Detached,2.0
2134.0,4,None,257500.0,Single Family - Detached,2.0
3037.0,3,Private,445000.0,Single Family - Detached,3.0
1833.0,4,Private,300500.0,Single Family - Detached,2.0
1015.0,2,Community,104000.0,Townhouse,1.5
1918.0,3,None,325000.0,Single Family - Detached,2.0
1701.0,3,Private,350000.0,Single Family - Detached,2.0
1183.0,3,Community,185000.0,Single Family - Detached,2.0
1401.0,3,None,175000.0,Single Family - Detached,2.0
1441.0,3,None,42750.0,Mfg/Mobile Housing,2.0
2222.0,4,None,223000.0,Single Family - Detached,2.5
1730.0,3,Community,167000.0,Single Family - Detached,2.5
1822.0,3,None,115000.0,Single Family - Detached,2.0
1065.0,3,None,120000.0,Single Family - Detached,2.0
1965.0,4,Private,194000.0,Single Family - Detached,2.0
1922.0,2,Community,175000.0,Single Family - Detached,2.0
2100.0,3,Private,314000.0,Single Family - Detached,3.0
1527.0,3,Private,149900.0,Single Family - Detached,2.0
3266.0,5,Community,545000.0,Single Family - Detached,3.0
2618.0,2,Community,380000.0,Single Family - Detached,2.0
1994.0,4,Private,265000.0,Single Family - Detached,2.0
1615.0,4,None,161700.0,Single Family - Detached,2.0
806.0,2,None,91500.0,Single Family - Detached,1.0
2640.0,4,Private,342000.0,Single Family - Detached,2.5
1028.0,3,Community,139000.0,Single Family - Detached,2.0
1922.0,3,Private,204000.0,Single Family - Detached,2.0
1824.0,3,Private,255000.0,Single Family - Detached,2.0
1700.0,3,Community,164500.0,Townhouse,2.0
1134.0,2,None,155000.0,Single Family - Detached,2.0
2474.0,4,None,417500.0,Single Family - Detached,2.0
2506.0,3,Community,524250.0,Single Family - Detached,3.0
3089.0,4,Private,375000.0,Single Family - Detached,2.5
1500.0,2,Community,315000.0,Single Family - Detached,2.0
2052.0,3,Private,270000.0,Single Family - Detached,2.0
1636.0,2,Community,145000.0,Gemini/Twin Home,2.0
1624.0,4,None,177000.0,Single Family - Detached,2.0
1651.0,4,None,219500.0,Single Family - Detached,2.0
1216.0,3,Private,173500.0,Single Family - Detached,2.0
2537.0,3,None,290000.0,Single Family - Detached,2.5
477.0,0,None,13000.0,Apartment Style/Flat,1.0
1289.0,3,None,167000.0,Single Family - Detached,2.0
3104.0,4,Private,785000.0,Single Family - Detached,2.5
1313.0,4,None,136900.0,Single Family - Detached,2.0
1645.0,3,Private,245000.0,Single Family - Detached,2.0
806.0,1,Community,184000.0,Apartment Style/Flat,1.0
2614.0,3,None,189900.0,Single Family - Detached,2.5
2824.0,4,Private,650000.0,Single Family - Detached,2.5
1824.0,3,None,210000.0,Single Family - Detached,2.5
2488.0,2,Community,522000.0,Townhouse,2.5
1384.0,3,Private,249800.0,Single Family - Detached,2.0
2600.0,5,Private,350000.0,Single Family - Detached,3.0
3777.0,4,Private,448000.0,Single Family - Detached,3.5
2400.0,4,None,345000.0,Single Family - Detached,3.0
1213.0,3,None,104000.0,Single Family - Detached,2.0
2193.0,3,Private,285000.0,Single Family - Detached,2.5
2368.0,3,None,285900.0,Single Family - Detached,2.0
4126.0,5,Private,1025000.0,Single Family - Detached,5.0
890.0,2,Community,67500.0,Apartment Style/Flat,2.0
1017.0,2,None,130000.0,Apartment Style/Flat,2.0
1755.0,4,None,210000.0,Single Family - Detached,2.0
2415.0,3,None,327495.0,Single Family - Detached,3.0
3847.0,4,Community,331000.0,Single Family - Detached,3.5
1626.0,3,None,120000.0,Single Family - Detached,2.0
720.0,2,None,36600.0,Mfg/Mobile Housing,1.0
1080.0,2,Community,75900.0,Townhouse,2.5
987.0,1,Community,57000.0,Apartment Style/Flat,1.0
1471.0,3,Community,128000.0,Single Family - Detached,2.0
5111.0,5,Private,1200000.0,Single Family - Detached,6.0
660.0,1,Community,62000.0,Apartment Style/Flat,1.0
1128.0,3,None,170000.0,Single Family - Detached,2.0
1541.0,4,None,152000.0,Single Family - Detached,2.0
2153.0,2,Community,330000.0,Single Family - Detached,2.0
2178.0,4,Private,244000.0,Single Family - Detached,3.0
1633.0,4,None,40000.0,Mfg/Mobile Housing,2.0
1602.0,3,Private,202500.0,Single Family - Detached,2.0
3446.0,5,None,549900.0,Single Family - Detached,3.5
725.0,1,Community,128000.0,Apartment Style/Flat,1.0
3418.0,5,Private,410000.0,Single Family - Detached,3.5
1421.0,3,None,175000.0,Single Family - Detached,2.0
1657.0,4,None,134000.0,Single Family - Detached,2.0
1628.0,3,None,179000.0,Single Family - Detached,2.0
1440.0,3,None,149900.0,Single Family - Detached,2.0
3300.0,3,None,285000.0,Single Family - Detached,3.5
3464.0,4,None,487547.0,Single Family - Detached,3.0
2294.0,3,Community,495000.0,Single Family - Detached,2.5
2564.0,5,Private,201700.0,Single Family - Detached,3.0
4918.0,5,Private,1100000.0,Single Family - Detached,4.5
1024.0,2,Community,132500.0,Apartment Style/Flat,1.5
1661.0,3,Community,187000.0,Single Family - Detached,2.5
2200.0,4,Community,198351.0,Single Family - Detached,2.0
1817.0,3,None,135000.0,Single Family - Detached,2.0
1056.0,2,None,166000.0,Mfg/Mobile Housing,2.0
3551.0,5,Private,240000.0,Single Family - Detached,3.5
3046.0,4,None,405000.0,Single Family - Detached,2.5
1936.0,2,Community,138000.0,Gemini/Twin Home,2.0
2188.0,3,None,269900.0,Single Family - Detached,2.5
1276.0,3,None,97947.0,Single Family - Detached,2.0
3322.0,4,Community,280000.0,Single Family - Detached,3.5
1184.0,2,Community,145000.0,Apartment Style/Flat,2.0
2998.0,4,None,590000.0,Single Family - Detached,3.0
1638.0,3,Community,186000.0,Single Family - Detached,2.0
2614.0,3,Private,230000.0,Single Family - Detached,2.5
1405.0,2,Community,171000.0,Townhouse,2.0
3400.0,3,Private,680000.0,Single Family - Detached,3.5
1082.0,2,Community,227500.0,Apartment Style/Flat,2.0
3241.0,3,Private,639000.0,Single Family - Detached,3.0
1296.0,3,None,125000.0,Mfg/Mobile Housing,2.0
2836.0,3,Both Private & Community,750000.0,Single Family - Detached,3.5
1784.0,2,Community,175000.0,Single Family - Detached,2.0
1774.0,2,Community,245500.0,Townhouse,2.0
1637.0,3,None,147000.0,Single Family - Detached,2.0
1977.0,3,Private,407500.0,Single Family - Detached,2.0
1288.0,3,Private,183000.0,Single Family - Detached,2.0
1377.0,3,None,90000.0,Single Family - Detached,1.0
2575.0,3,None,167500.0,Single Family - Detached,2.5
2122.0,3,Private,330000.0,Single Family - Detached,2.0
1410.0,3,Private,149000.0,Single Family - Detached,2.0
4791.0,6,None,485000.0,Single Family - Detached,4.5
1558.0,3,None,160000.0,Single Family - Detached,2.5
1355.0,2,Community,184875.0,Single Family - Detached,2.0
2345.0,3,None,260000.0,Single Family - Detached,2.5
792.0,2,Community,53000.0,Townhouse,1.0
1687.0,4,None,149900.0,Single Family - Detached,2.0
2162.0,4,None,160000.0,Single Family - Detached,2.5
1804.0,3,Private,390000.0,Single Family - Detached,2.0
1123.0,3,None,303000.0,Single Family - Detached,1.0
3312.0,4,Private,457500.0,Single Family - Detached,2.5
1895.0,2,Community,235000.0,Single Family - Detached,2.0
2819.0,3,None,289000.0,Single Family - Detached,2.5
2325.0,4,None,190000.0,Single Family - Detached,2.0
2102.0,4,None,232000.0,Single Family - Detached,2.5
2980.0,5,None,199900.0,Single Family - Detached,3.0
1683.0,2,None,95500.0,Gemini/Twin Home,2.0
2296.0,4,Both Private & Community,279900.0,Single Family - Detached,3.0
1060.0,3,None,80000.0,Single Family - Detached,1.0
1280.0,3,None,114000.0,Single Family - Detached,2.0
3868.0,5,None,660000.0,Single Family - Detached,4.5
1930.0,3,Private,184217.0,Single Family - Detached,2.0
1960.0,4,None,240000.0,Single Family - Detached,2.0
1008.0,2,Community,57000.0,Townhouse,1.5
1618.0,3,Private,126600.0,Single Family - Detached,2.0
1092.0,2,None,55000.0,Townhouse,2.5
960.0,2,None,54000.0,Mfg/Mobile Housing,1.5
1762.0,3,None,148000.0,Single Family - Detached,2.0
2933.0,4,Both Private & Community,405000.0,Single Family - Detached,2.0
1870.0,3,Community,128100.0,Single Family - Detached,2.5
1415.0,2,Community,179000.0,Single Family - Detached,2.0
2177.0,5,None,255900.0,Single Family - Detached,2.5
1819.0,3,None,143000.0,Single Family - Detached,2.5
1600.0,3,None,225000.0,Single Family - Detached,2.0
1621.0,4,None,125000.0,Single Family - Detached,2.0
1907.0,4,Private,133000.0,Single Family - Detached,2.0
2329.0,3,Community,228185.0,Single Family - Detached,2.5
2232.0,4,Private,179900.0,Single Family - Detached,2.5
2329.0,3,Community,237561.0,Single Family - Detached,3.0
1158.0,3,None,83000.0,Single Family - Detached,1.0
1307.0,3,None,153000.0,Single Family - Detached,2.0
1380.0,3,Private,205000.0,Single Family - Detached,2.0
2708.0,4,Community,265000.0,Single Family - Detached,2.5
2400.0,3,Community,325000.0,Single Family - Detached,2.0
1256.0,3,None,142000.0,Single Family - Detached,2.0
2298.0,4,Both Private & Community,270000.0,Single Family - Detached,2.0
3098.0,4,None,289900.0,Single Family - Detached,3.0
2172.0,4,None,202000.0,Single Family - Detached,2.0
1649.0,4,None,87000.0,Single Family - Detached,2.5
3031.0,5,Both Private & Community,325000.0,Single Family - Detached,3.0
1957.0,4,None,115000.0,Single Family - Detached,3.0
2080.0,4,Private,295000.0,Single Family - Detached,2.0
1740.0,3,None,145000.0,Single Family - Detached,2.5
2349.0,3,Private,378950.0,Single Family - Detached,2.5
1491.0,3,Private,215000.0,Single Family - Detached,2.0
1112.0,2,None,135900.0,Single Family - Detached,1.0
1136.0,3,None,165000.0,Single Family - Detached,2.0
1089.0,3,None,150000.0,Single Family - Detached,2.0
1611.0,3,Both Private & Community,125000.0,Townhouse,3.0
1353.0,3,Private,196000.0,Single Family - Detached,2.0
1520.0,3,Private,152000.0,Single Family - Detached,2.0
3254.0,5,Both Private & Community,433000.0,Single Family - Detached,3.0
2014.0,4,None,162900.0,Single Family - Detached,2.0
1546.0,3,Private,143000.0,Single Family - Detached,2.0
1393.0,2,Community,138500.0,Townhouse,2.0
1685.0,4,None,164000.0,Single Family - Detached,2.0
1959.0,4,None,165000.0,Single Family - Detached,2.0
2771.0,3,None,305000.0,Single Family - Detached,3.0
1531.0,3,Private,332000.0,Single Family - Detached,2.0
2104.0,4,None,172000.0,Single Family - Detached,2.0
1511.0,3,None,259000.0,Single Family - Detached,2.0
1081.0,2,Community,140000.0,Apartment Style/Flat,2.0
1505.0,3,None,189000.0,Single Family - Detached,2.0
1506.0,3,None,263350.0,Single Family - Detached,2.0
1385.0,2,None,145000.0,Townhouse,2.5
2565.0,4,Private,451000.0,Single Family - Detached,3.0
1480.0,3,Community,148000.0,Single Family - Detached,2.0
1713.0,4,None,127500.0,Single Family - Detached,2.0
2370.0,4,None,305000.0,Single Family - Detached,3.0
1542.0,5,None,150000.0,Single Family - Detached,2.0
1565.0,3,None,169000.0,Single Family - Detached,2.0
2661.0,4,Community,162000.0,Single Family - Detached,2.5
3212.0,4,Community,725000.0,Single Family - Detached,3.5
1309.0,4,None,174000.0,Single Family - Detached,2.0
1590.0,3,None,205000.0,Single Family - Detached,2.0
2659.0,4,Community,312000.0,Single Family - Detached,3.0
1207.0,2,Community,78000.0,Apartment Style/Flat,2.0
1562.0,3,None,174000.0,Single Family - Detached,2.0
2605.0,3,Private,294600.0,Single Family - Detached,3.0
860.0,2,None,27000.0,Apartment Style/Flat,1.0
1620.0,3,Community,52000.0,Mfg/Mobile Housing,2.0
2566.0,3,Community,808000.0,Single Family - Detached,2.0
2119.0,3,None,382000.0,Single Family - Detached,2.0
1332.0,1,Community,135000.0,Townhouse,2.0
1748.0,4,Private,167000.0,Single Family - Detached,2.0
1989.0,3,Community,243000.0,Single Family - Detached,2.5
1705.0,3,None,272500.0,Single Family - Detached,2.0
2420.0,3,Private,255299.0,Single Family - Detached,2.0
2080.0,4,None,284000.0,Single Family - Detached,2.0
4000.0,5,Private,350000.0,Single Family - Detached,3.0
1544.0,3,None,183500.0,Single Family - Detached,2.5
1564.0,3,Community,172000.0,Single Family - Detached,2.5
1608.0,3,None,147644.0,Single Family - Detached,2.0
1420.0,2,Community,264000.0,Townhouse,2.0
1189.0,2,None,53594.0,Single Family - Detached,1.0
1637.0,3,None,195000.0,Single Family - Detached,2.0
1305.0,3,None,107934.0,Single Family - Detached,2.0
1874.0,4,Private,325000.0,Single Family - Detached,2.0
2758.0,4,Private,495000.0,Single Family - Detached,3.0
1686.0,3,None,153000.0,Single Family - Detached,2.0
1836.0,3,Community,170050.0,Single Family - Detached,2.5
3209.0,5,Private,500000.0,Single Family - Detached,4.0
2311.0,4,None,217000.0,Single Family - Detached,2.0
1949.0,3,Private,230000.0,Single Family - Detached,2.5
3336.0,5,Private,230000.0,Single Family - Detached,3.0
1573.0,4,None,143900.0,Single Family - Detached,2.0
1719.0,3,None,148000.0,Single Family - Detached,2.0
3128.0,4,None,322500.0,Single Family - Detached,3.0
1520.0,4,None,97900.0,Single Family - Detached,2.0
2045.0,4,None,185000.0,Single Family - Detached,2.0
4200.0,5,None,329900.0,Single Family - Detached,3.5
3620.0,4,Private,515000.0,Single Family - Detached,3.5
1922.0,2,Community,225000.0,Single Family - Detached,2.0
2025.0,3,None,139000.0,Single Family - Detached,2.5
2899.0,4,Private,640000.0,Single Family - Detached,2.0
1423.0,3,None,185000.0,Single Family - Detached,2.0
1366.0,3,None,150000.0,Single Family - Detached,2.0
2800.0,4,Private,217500.0,Single Family - Detached,2.5
2000.0,3,Both Private & Community,269900.0,Single Family - Detached,2.5
2366.0,3,Community,255000.0,Single Family - Detached,2.0
4146.0,6,Private,218000.0,Single Family - Detached,3.5
1444.0,2,Community,140500.0,Single Family - Detached,2.0
2163.0,2,Community,163750.0,Single Family - Detached,2.0
1184.0,2,Community,234500.0,Patio Home,2.0
2553.0,5,Private,196000.0,Single Family - Detached,2.5
2046.0,2,Community,240000.0,Single Family - Detached,2.0
1761.0,2,Both Private & Community,128500.0,Townhouse,2.0
2195.0,3,None,223750.0,Single Family - Detached,2.5
2198.0,3,None,242000.0,Single Family - Detached,2.0
1835.0,3,Community,336250.0,Patio Home,2.0
3596.0,4,Private,470000.0,Single Family - Detached,4.0
1526.0,3,None,125000.0,Single Family - Detached,2.0
1267.0,2,Community,130000.0,Townhouse,2.5
1914.0,3,None,271000.0,Single Family - Detached,2.0
2320.0,4,Private,260000.0,Single Family - Detached,3.5
1316.0,3,None,157000.0,Single Family - Detached,2.0
2222.0,4,None,171500.0,Single Family - Detached,3.0
3000.0,4,Private,335000.0,Single Family - Detached,2.5
1895.0,2,None,172000.0,Gemini/Twin Home,2.0
2471.0,4,Community,289000.0,Single Family - Detached,2.5
1243.0,2,Community,285000.0,Apartment Style/Flat,2.0
1212.0,2,Community,127000.0,Apartment Style/Flat,2.0
1353.0,3,Community,159900.0,Townhouse,2.0
2330.0,4,Private,402400.0,Single Family - Detached,2.0
1849.0,3,None,87000.0,Mfg/Mobile Housing,2.0
1102.0,2,Community,137500.0,Single Family - Detached,2.0
1683.0,4,Private,171000.0,Single Family - Detached,2.0
3442.0,5,Both Private & Community,330000.0,Single Family - Detached,3.5
1698.0,2,Community,155000.0,Single Family - Detached,2.0
1396.0,3,Private,288000.0,Single Family - Detached,2.0
1419.0,3,Community,196000.0,Apartment Style/Flat,2.0
2395.0,3,None,320000.0,Single Family - Detached,2.0
2240.0,3,Private,295000.0,Single Family - Detached,2.0
1539.0,3,Private,153500.0,Single Family - Detached,2.0
3229.0,5,Private,425000.0,Single Family - Detached,3.0
1448.0,2,Both Private & Community,160000.0,Townhouse,2.0
973.0,2,Community,140000.0,Townhouse,2.0
1236.0,2,None,140000.0,Single Family - Detached,2.0
986.0,2,Community,57500.0,Townhouse,1.5
1815.0,4,None,175000.0,Single Family - Detached,2.0
1266.0,3,Community,113000.0,Single Family - Detached,2.0
3457.0,5,Private,447500.0,Single Family - Detached,4.0
1961.0,4,Private,177600.0,Single Family - Detached,2.0
