LivingArea,NumBedrooms,Pool,ClosePrice,DwellingType,num_baths
1756.0,3,Private,190000.0,Single Family - Detached,2.0
2221.0,4,None,160000.0,Single Family - Detached,2.5
1400.0,3,None,199900.0,Single Family - Detached,3.0
1776.0,3,None,245000.0,Single Family - Detached,2.0
1140.0,3,None,230000.0,Single Family - Detached,2.0
2159.0,3,None,200000.0,Single Family - Detached,2.5
1829.0,3,Private,195000.0,Single Family - Detached,2.0
2671.0,5,Private,393000.0,Single Family - Detached,3.0
3580.0,5,Private,585000.0,Single Family - Detached,3.0
895.0,1,Community,98000.0,Apartment Style/Flat,1.0
1451.0,3,None,130000.0,Single Family - Detached,2.0
1925.0,2,Community,375000.0,Single Family - Detached,2.0
1739.0,3,None,305000.0,Single Family - Detached,2.0
2705.0,4,None,165000.0,Single Family - Detached,2.5
2542.0,4,None,435000.0,Single Family - Detached,3.0
2883.0,4,Private,650000.0,Single Family - Detached,2.5
2220.0,4,Community,239000.0,Single Family - Detached,2.5
2188.0,4,Private,480000.0,Single Family - Detached,2.5
1599.0,3,Private,174500.0,Single Family - Detached,2.0
1592.0,2,Community,439900.0,Apartment Style/Flat,2.0
1534.0,3,Community,210000.0,Single Family - Detached,2.0
2232.0,3,None,240000.0,Single Family - Detached,3.0
1243.0,2,Community,170000.0,Gemini/Twin Home,2.0
1979.0,4,None,222000.0,Single Family - Detached,2.0
3479.0,4,Private,441000.0,Single Family - Detached,3.0
1602.0,4,None,157500.0,Single Family - Detached,2.0
2542.0,4,None,272500.0,Single Family - Detached,3.0
1824.0,4,Private,259000.0,Single Family - Detached,2.0
1397.0,2,None,147000.0,Single Family - Detached,1.0
1493.0,3,Private,175000.0,Single Family - Detached,2.0
2747.0,4,None,340000.0,Single Family - Detached,2.5
1024.0,2,Community,122000.0,Apartment Style/Flat,2.0
2421.0,4,Private,487000.0,Single Family - Detached,2.5
1952.0,3,Community,182500.0,Single Family - Detached,2.0
2065.0,4,Private,300000.0,Single Family - Detached,2.0
2647.0,4,Private,530000.0,Single Family - Detached,2.0
2669.0,4,Community,436285.0,Single Family - Detached,2.5
1400.0,3,None,199900.0,Single Family - Detached,1.0
1056.0,2,Community,99000.0,Townhouse,2.5
2300.0,3,None,340000.0,Single Family - Detached,2.5
2458.0,3,None,385000.0,Single Family - Detached,2.5
2430.0,5,None,145000.0,Single Family - Detached,3.5
1674.0,3,None,131250.0,Single Family - Detached,2.0
1842.0,3,None,234000.0,Single Family - Detached,2.0
1608.0,4,None,125000.0,Single Family - Detached,2.0
770.0,2,None,112500.0,Single Family - Detached,1.0
2157.0,3,Private,355000.0,Single Family - Detached,2.0
1980.0,3,None,398000.0,Single Family - Detached,2.0
1777.0,3,None,172000.0,Single Family - Detached,2.0
1359.0,3,None,205000.0,Single Family - Detached,2.0
1751.0,3,None,197000.0,Single Family - Detached,2.0
2107.0,4,None,267000.0,Single Family - Detached,2.5
1456.0,3,None,144000.0,Mfg/Mobile Housing,2.0
2640.0,3,Private,330000.0,Single Family - Detached,2.5
1118.0,3,None,113000.0,Gemini/Twin Home,2.0
1729.0,3,None,88500.0,Single Family - Detached,2.0
1918.0,4,Private,300500.0,Single Family - Detached,2.0
1480.0,4,None,140000.0,Single Family - Detached,2.0
1885.0,2,Community,225000.0,Single Family - Detached,2.0
2634.0,5,None,177200.0,Single Family - Detached,3.0
1624.0,3,Both Private & Community,273000.0,Single Family - Detached,3.0
1534.0,4,None,123000.0,Single Family - Detached,2.5
2145.0,4,None,199900.0,Single Family - Detached,2.5
2948.0,5,Private,335000.0,Single Family - Detached,3.0
3135.0,5,Private,388000.0,Single Family - Detached,3.0
1195.0,3,None,199111.0,Single Family - Detached,2.0
2113.0,4,Private,190000.0,Single Family - Detached,2.5
3707.0,5,Private,339999.0,Single Family - Detached,3.5
2312.0,4,Private,345600.0,Single Family - Detached,2.0
1008.0,3,None,117500.0,Single Family - Detached,2.0
2484.0,4,None,183000.0,Single Family - Detached,2.0
2184.0,4,None,118000.0,Single Family - Detached,2.5
1346.0,3,Private,125000.0,Single Family - Detached,2.0
2370.0,4,Private,250000.0,Single Family - Detached,2.0
1238.0,3,None,124900.0,Single Family - Detached,2.0
1138.0,3,None,144000.0,Single Family - Detached,2.0
2162.0,4,Community,242000.0,Single Family - Detached,2.5
1832.0,4,Private,141000.0,Single Family - Detached,2.0
5235.0,5,Private,1480000.0,Single Family - Detached,4.5
5512.0,5,Private,1315000.0,Single Family - Detached,6.0
3350.0,4,Private,270000.0,Single Family - Detached,2.5
4539.0,4,Community,950000.0,Single Family - Detached,4.5
1452.0,4,None,211000.0,Single Family - Detached,2.0
1981.0,3,None,272536.0,Single Family - Detached,2.0
1233.0,3,None,57800.0,Mfg/Mobile Housing,2.0
3026.0,4,Private,407000.0,Single Family - Detached,2.5
2100.0,3,Private,115000.0,Single Family - Detached,2.0
1460.0,4,None,140000.0,Single Family - Detached,2.0
1195.0,2,None,120000.0,Single Family - Detached,1.0
1050.0,2,Community,100000.0,Townhouse,1.0
1439.0,3,Private,237000.0,Single Family - Detached,2.0
1886.0,2,Community,190000.0,Single Family - Detached,2.0
4147.0,3,Private,926400.0,Single Family - Detached,3.5
3007.0,4,Private,363000.0,Single Family - Detached,2.0
1441.0,3,None,199900.0,Single Family - Detached,2.0
1344.0,2,Community,195000.0,Single Family - Detached,2.0
3350.0,5,Private,799900.0,Single Family - Detached,3.0
1914.0,3,None,189229.0,Single Family - Detached,3.0
1576.0,3,None,179900.0,Single Family - Detached,2.0
1986.0,4,None,229000.0,Single Family - Detached,2.0
2268.0,3,Community,225000.0,Single Family - Detached,3.0
1359.0,3,None,210000.0,Single Family - Detached,2.0
2708.0,3,Community,270000.0,Single Family - Detached,2.5
2490.0,3,Community,277500.0,Single Family - Detached,2.0
1243.0,2,Community,95000.0,Single Family - Detached,1.0
2285.0,5,Private,307000.0,Single Family - Detached,3.0
1232.0,3,None,75000.0,Mfg/Mobile Housing,2.0
1578.0,3,Private,150000.0,Single Family - Detached,2.0
1095.0,2,Community,117000.0,Townhouse,1.5
2297.0,4,Private,470000.0,Single Family - Detached,3.0
1965.0,3,None,139900.0,Single Family - Detached,2.5
2453.0,4,Private,455000.0,Single Family - Detached,3.0
1791.0,3,Private,195000.0,Single Family - Detached,2.0
994.0,2,Community,68000.0,Townhouse,2.0
1014.0,2,Community,144000.0,Single Family - Detached,2.0
2064.0,4,Community,235000.0,Single Family - Detached,2.0
1547.0,2,Private,472217.0,Apartment Style/Flat,2.0
1343.0,2,Community,460605.0,Apartment Style/Flat,2.0
1900.0,3,Private,235000.0,Single Family - Detached,3.0
1343.0,2,Community,360000.0,Apartment Style/Flat,2.0
3518.0,5,Private,275000.0,Single Family - Detached,2.5
1097.0,2,None,153000.0,Patio Home,2.0
1100.0,1,Community,84900.0,Townhouse,1.0
1410.0,3,Community,169000.0,Single Family - Detached,2.0
1524.0,2,Community,132500.0,Gemini/Twin Home,2.0
1272.0,3,None,70000.0,Mfg/Mobile Housing,2.0
1733.0,3,None,240000.0,Single Family - Detached,2.0
1048.0,1,Both Private & Community,250163.0,Apartment Style/Flat,1.0
960.0,2,None,84500.0,Apartment Style/Flat,1.0
1179.0,3,Community,125000.0,Apartment Style/Flat,2.0
2163.0,3,Private,278000.0,Single Family - Detached,2.5
2495.0,4,None,134000.0,Single Family - Detached,2.5
1610.0,2,Community,144000.0,Single Family - Detached,2.0
3878.0,5,Private,422500.0,Single Family - Detached,4.0
1705.0,3,None,252500.0,Single Family - Detached,2.0
1659.0,3,Community,320000.0,Townhouse,2.0
1509.0,3,None,205000.0,Single Family - Detached,2.0
1949.0,3,None,305000.0,Single Family - Detached,2.0
2280.0,4,Private,187500.0,Single Family - Detached,2.5
1352.0,3,None,160000.0,Single Family - Detached,2.0
1749.0,4,Both Private & Community,231000.0,Single Family - Detached,2.0
2305.0,3,Private,199000.0,Single Family - Detached,3.0
1874.0,4,None,260000.0,Single Family - Detached,2.0
1659.0,3,None,169900.0,Single Family - Detached,2.5
720.0,2,None,23000.0,Mfg/Mobile Housing,1.0
1885.0,4,None,180000.0,Single Family - Detached,2.0
1509.0,2,Community,175000.0,Apartment Style/Flat,2.0
986.0,2,None,102500.0,Single Family - Detached,1.0
1076.0,1,Community,226000.0,Loft Style,1.5
1345.0,3,None,65000.0,Mfg/Mobile Housing,2.0
1791.0,4,Private,193000.0,Single Family - Detached,2.0
1551.0,3,Private,180000.0,Single Family - Detached,2.0
1728.0,4,None,250000.0,Single Family - Detached,2.0
1800.0,3,None,228000.0,Single Family - Detached,2.0
1648.0,3,None,176000.0,Single Family - Detached,2.0
1656.0,4,None,175000.0,Single Family - Detached,2.0
1788.0,3,None,176005.0,Single Family - Detached,2.0
2175.0,4,Private,270000.0,Single Family - Detached,2.0
3690.0,5,None,645000.0,Single Family - Detached,3.5
1476.0,3,None,189000.0,Single Family - Detached,2.0
2239.0,4,None,139500.0,Single Family - Detached,2.0
2104.0,3,None,335000.0,Townhouse,2.5
1268.0,3,None,127000.0,Single Family - Detached,2.0
2274.0,3,Community,350000.0,Patio Home,2.0
898.0,2,Community,65000.0,Apartment Style/Flat,2.0
3200.0,5,None,299990.0,Single Family - Detached,3.5
1482.0,3,Private,140000.0,Single Family - Detached,1.0
2037.0,4,Private,248000.0,Single Family - Detached,2.0
1999.0,4,Private,219184.0,Single Family - Detached,3.0
836.0,2,Both Private & Community,26500.0,Apartment Style/Flat,1.0
1819.0,4,None,210000.0,Single Family - Detached,2.0
1564.0,3,Community,181000.0,Single Family - Detached,2.5
1407.0,3,None,145200.0,Single Family - Detached,2.0
1441.0,3,None,205000.0,Single Family - Detached,2.0
1572.0,3,Community,150000.0,Townhouse,3.0
770.0,2,None,107000.0,Single Family - Detached,1.0
1638.0,4,None,222000.0,Single Family - Detached,2.0
1512.0,3,None,155000.0,Single Family - Detached,2.0
1656.0,2,Community,167000.0,Single Family - Detached,2.0
852.0,1,Community,80000.0,Townhouse,2.0
3523.0,4,Community,335000.0,Single Family - Detached,3.5
2264.0,4,Private,313000.0,Single Family - Detached,2.0
1656.0,3,None,130000.0,Single Family - Detached,2.0
2253.0,4,Private,234000.0,Single Family - Detached,2.0
1495.0,2,Community,210000.0,Single Family - Detached,2.0
1527.0,1,Community,260000.0,Townhouse,2.5
3396.0,5,Private,400000.0,Single Family - Detached,3.0
2173.0,5,None,195000.0,Single Family - Detached,3.0
2561.0,4,Both Private & Community,300000.0,Single Family - Detached,2.5
1233.0,3,None,70000.0,Mfg/Mobile Housing,2.0
3466.0,4,Both Private & Community,677500.0,Single Family - Detached,3.5
1628.0,3,Both Private & Community,219275.0,Townhouse,2.0
991.0,3,None,127500.0,Single Family - Detached,2.0
1410.0,3,Private,220000.0,Single Family - Detached,2.0
3628.0,4,Private,577000.0,Single Family - Detached,3.5
1675.0,3,Community,165000.0,Single Family - Detached,2.5
3098.0,4,None,325000.0,Single Family - Detached,3.0
2566.0,3,None,184500.0,Single Family - Detached,2.5
1344.0,2,Community,143000.0,Townhouse,2.5
1302.0,3,None,156500.0,Single Family - Detached,2.0
1121.0,3,None,129000.0,Single Family - Detached,2.0
1597.0,3,None,149247.0,Single Family - Detached,2.0
552.0,1,Private,46000.0,Loft Style,1.0
982.0,2,Community,124000.0,Townhouse,2.0
1616.0,3,Private,131000.0,Single Family - Detached,2.0
1959.0,3,Private,290000.0,Single Family - Detached,2.5
1800.0,3,None,150000.0,Single Family - Detached,2.0
2943.0,4,Private,480000.0,Single Family - Detached,3.0
2257.0,3,Community,575000.0,Single Family - Detached,2.0
1506.0,3,Private,189000.0,Single Family - Detached,2.0
1509.0,3,None,215500.0,Single Family - Detached,2.5
2002.0,4,None,179900.0,Single Family - Detached,3.0
1594.0,3,None,186500.0,Single Family - Detached,2.0
1910.0,3,Private,253000.0,Single Family - Detached,2.5
2334.0,4,Private,310000.0,Single Family - Detached,2.0
1157.0,2,None,105000.0,Townhouse,2.0
1906.0,4,None,215000.0,Single Family - Detached,2.0
2866.0,4,None,335000.0,Single Family - Detached,2.5
1205.0,2,Both Private & Community,114000.0,Townhouse,2.0
865.0,1,None,70000.0,Single Family - Detached,1.0
3521.0,5,Community,312000.0,Single Family - Detached,3.0
1913.0,3,None,301000.0,Single Family - Detached,2.0
2351.0,3,Private,306800.0,Single Family - Detached,2.5
1872.0,4,Community,180000.0,Single Family - Detached,2.0
2041.0,2,Community,350000.0,Townhouse,2.5
2900.0,3,None,395000.0,Single Family - Detached,3.0
2162.0,4,None,235000.0,Single Family - Detached,3.0
1280.0,3,None,136000.0,Single Family - Detached,2.0
2130.0,3,None,325000.0,Single Family - Detached,2.0
2747.0,4,None,402000.0,Single Family - Detached,3.0
1300.0,2,Community,132000.0,Apartment Style/Flat,2.0
2748.0,4,Private,566200.0,Single Family - Detached,3.0
2387.0,3,Private,295000.0,Single Family - Detached,2.5
1290.0,3,None,137000.0,Single Family - Detached,2.0
2050.0,4,Community,152500.0,Single Family - Detached,2.5
2039.0,4,None,240000.0,Single Family - Detached,2.5
1101.0,2,None,177000.0,Single Family - Detached,1.0
1784.0,2,Community,245000.0,Patio Home,2.0
1409.0,3,Private,134000.0,Single Family - Detached,2.0
1003.0,2,Community,86000.0,Apartment Style/Flat,2.0
1716.0,3,None,174900.0,Single Family - Detached,2.0
2556.0,4,Both Private & Community,287000.0,Single Family - Detached,2.5
2014.0,4,Both Private & Community,350000.0,Single Family - Detached,3.0
2179.0,4,Private,282000.0,Single Family - Detached,2.0
1512.0,3,None,155000.0,Single Family - Detached,2.0
2102.0,3,None,170000.0,Single Family - Detached,3.5
2733.0,4,Private,331500.0,Single Family - Detached,3.0
1675.0,3,Private,198000.0,Single Family - Detached,2.0
1124.0,2,Community,133600.0,Patio Home,2.0
1174.0,3,None,92000.0,Single Family - Detached,2.0
3064.0,4,Private,290000.0,Single Family - Detached,2.5
1496.0,3,Community,279000.0,Single Family - Detached,2.0
1000.0,2,Community,75000.0,Apartment Style/Flat,2.0
1436.0,2,Community,219500.0,Single Family - Detached,2.0
2224.0,4,None,265000.0,Single Family - Detached,3.0
1621.0,3,None,245000.0,Single Family - Detached,2.0
2709.0,4,Community,223231.0,Single Family - Detached,3.0
1029.0,2,None,82500.0,Single Family - Detached,1.5
1528.0,5,Private,138000.0,Single Family - Detached,2.0
1325.0,3,None,180500.0,Single Family - Detached,2.0
1542.0,4,None,195000.0,Single Family - Detached,2.0
1354.0,3,None,200000.0,Single Family - Detached,2.0
1390.0,2,Community,103000.0,Townhouse,2.0
2424.0,4,Both Private & Community,170000.0,Single Family - Detached,2.5
1571.0,4,None,141000.0,Single Family - Detached,2.0
938.0,2,Community,89500.0,Apartment Style/Flat,2.0
2070.0,4,Private,283500.0,Single Family - Detached,2.0
1633.0,3,None,183000.0,Single Family - Detached,2.5
2235.0,4,Private,196500.0,Single Family - Detached,3.0
2216.0,4,Private,189000.0,Single Family - Detached,2.5
1899.0,4,None,279900.0,Single Family - Detached,2.0
2058.0,3,None,228000.0,Single Family - Detached,2.0
1958.0,3,Community,186000.0,Single Family - Detached,2.0
1921.0,4,Community,269900.0,Single Family - Detached,3.0
1972.0,4,None,270000.0,Single Family - Detached,2.0
1283.0,3,None,131000.0,Single Family - Detached,2.0
1621.0,3,None,195000.0,Single Family - Detached,2.5
1095.0,3,None,128000.0,Single Family - Detached,2.0
2672.0,4,Private,279900.0,Single Family - Detached,2.5
1204.0,3,None,127000.0,Single Family - Detached,2.0
3881.0,4,Private,445000.0,Single Family - Detached,3.5
2132.0,4,None,300000.0,Single Family - Detached,3.0
1753.0,3,Community,225000.0,Single Family - Detached,2.0
1469.0,3,None,190000.0,Single Family - Detached,2.0
860.0,2,Community,123000.0,Townhouse,2.0
3322.0,5,Private,645000.0,Single Family - Detached,3.0
1808.0,3,Private,225000.0,Single Family - Detached,2.0
2287.0,4,None,95000.0,Single Family - Detached,2.5
2868.0,4,None,215000.0,Single Family - Detached,3.0
698.0,1,Community,86000.0,Apartment Style/Flat,1.0
2157.0,3,None,185000.0,Single Family - Detached,2.0
902.0,1,None,37000.0,Apartment Style/Flat,1.0
2084.0,4,None,292000.0,Single Family - Detached,3.0
1010.0,2,None,199000.0,Single Family - Detached,1.0
2118.0,4,Private,195500.0,Single Family - Detached,2.5
1248.0,3,None,150000.0,Single Family - Detached,2.0
1894.0,3,None,290000.0,Single Family - Detached,2.0
1591.0,3,None,215000.0,Single Family - Detached,2.0
1444.0,3,Private,155000.0,Single Family - Detached,2.5
2070.0,3,Community,222500.0,Single Family - Detached,2.5
2046.0,3,None,125000.0,Single Family - Detached,3.0
1079.0,2,Community,99000.0,Apartment Style/Flat,2.0
1768.0,3,Private,194000.0,Single Family - Detached,2.0
1405.0,3,Community,137000.0,Single Family - Detached,2.0
892.0,2,Community,94000.0,Townhouse,2.0
1688.0,3,Private,207000.0,Single Family - Detached,2.0
1756.0,4,None,164900.0,Single Family - Detached,2.0
2671.0,3,Private,570000.0,Single Family - Detached,2.5
1413.0,2,None,157000.0,Single Family - Detached,1.0
1379.0,3,None,60100.0,Single Family - Detached,2.0
1687.0,3,Both Private & Community,204900.0,Single Family - Detached,2.0
1150.0,3,None,180000.0,Single Family - Detached,2.0
2102.0,4,Private,174500.0,Single Family - Detached,2.0
2447.0,4,None,340000.0,Single Family - Detached,2.0
1560.0,3,Community,164700.0,Townhouse,2.0
1967.0,3,Private,257500.0,Single Family - Detached,2.0
1583.0,4,None,100000.0,Single Family - Detached,2.0
3037.0,5,Private,345000.0,Single Family - Detached,2.5
1465.0,2,Community,182000.0,Patio Home,2.0
3674.0,5,None,230000.0,Single Family - Detached,3.5
1423.0,3,None,124000.0,Single Family - Detached,2.5
4200.0,4,None,564220.0,Single Family - Detached,3.5
1084.0,2,None,130000.0,Single Family - Detached,2.5
2564.0,3,Private,600000.0,Single Family - Detached,2.5
2105.0,4,Private,257000.0,Single Family - Detached,2.5
818.0,2,None,136000.0,Single Family - Detached,1.0
1425.0,3,Private,157000.0,Single Family - Detached,2.0
1272.0,2,None,135000.0,Patio Home,2.0
1829.0,3,Private,195000.0,Single Family - Detached,2.0
1659.0,4,Private,101753.0,Single Family - Detached,2.0
1786.0,4,Community,145000.0,Single Family - Detached,2.0
1982.0,3,Private,246000.0,Single Family - Detached,2.0
2876.0,5,Private,355900.0,Single Family - Detached,3.0
2220.0,3,Private,150000.0,Single Family - Detached,2.5
1965.0,3,Community,336068.0,Single Family - Detached,2.5
921.0,2,Community,67000.0,Mfg/Mobile Housing,2.0
2442.0,3,Private,385000.0,Single Family - Detached,2.5
1957.0,4,Private,189900.0,Single Family - Detached,2.0
2691.0,4,Private,280000.0,Single Family - Detached,3.0
1380.0,3,Community,213500.0,Townhouse,2.5
1308.0,3,None,113000.0,Single Family - Detached,2.0
2492.0,4,None,342630.0,Townhouse,3.0
2300.0,4,Community,142300.0,Single Family - Detached,2.5
2747.0,3,None,417000.0,Single Family - Detached,3.0
1066.0,3,None,122500.0,Single Family - Detached,2.0
2706.0,5,Private,193000.0,Single Family - Detached,2.5
1608.0,3,None,167500.0,Single Family - Detached,2.0
1600.0,3,None,137000.0,Single Family - Detached,2.0
1029.0,2,None,116500.0,Single Family - Detached,2.0
1795.0,3,None,369000.0,Single Family - Detached,2.0
828.0,2,Community,33000.0,Townhouse,1.5
2816.0,4,Community,307000.0,Single Family - Detached,2.5
1712.0,3,None,197000.0,Single Family - Detached,2.0
1510.0,3,None,170500.0,Single Family - Detached,2.0
1539.0,3,Private,187100.0,Single Family - Detached,2.0
1476.0,2,None,130000.0,Single Family - Detached,2.0
5317.0,6,None,730000.0,Single Family - Detached,6.0
3290.0,4,Private,230000.0,Single Family - Detached,3.0
1672.0,3,None,155000.0,Single Family - Detached,2.0
1710.0,3,Private,207000.0,Single Family - Detached,2.0
1290.0,3,None,247500.0,Single Family - Detached,2.0
2953.0,5,None,235000.0,Single Family - Detached,2.5
1012.0,2,Community,113000.0,Apartment Style/Flat,2.0
3850.0,3,None,790000.0,Single Family - Detached,4.0
1076.0,1,Community,210000.0,Loft Style,1.5
2290.0,4,None,160000.0,Single Family - Detached,2.0
1852.0,3,Private,123000.0,Single Family - Detached,2.0
1385.0,3,None,206000.0,Single Family - Detached,2.0
1180.0,2,Community,159000.0,Apartment Style/Flat,2.0
1604.0,3,None,188000.0,Single Family - Detached,2.0
1674.0,4,Community,242500.0,Single Family - Detached,2.0
3370.0,4,Private,260000.0,Single Family - Detached,2.5
5097.0,5,None,950000.0,Single Family - Detached,3.5
1503.0,4,None,159900.0,Single Family - Detached,2.0
1566.0,3,None,175000.0,Single Family - Detached,2.0
2530.0,3,Community,202000.0,Single Family - Detached,2.5
1926.0,3,Private,255000.0,Single Family - Detached,2.0
1454.0,3,None,228000.0,Single Family - Detached,2.0
3630.0,4,None,1250000.0,Single Family - Detached,4.5
1976.0,3,Private,460000.0,Single Family - Detached,2.0
2541.0,5,Private,315000.0,Single Family - Detached,3.0
2221.0,4,Community,175900.0,Single Family - Detached,2.5
3123.0,4,Private,739000.0,Single Family - Detached,3.0
2489.0,5,Private,305250.0,Single Family - Detached,3.0
1247.0,2,Both Private & Community,193250.0,Single Family - Detached,2.0
1653.0,2,None,155200.0,Single Family - Detached,2.0
2583.0,3,None,344990.0,Single Family - Detached,3.0
1510.0,3,Private,165000.0,Single Family - Detached,2.0
2994.0,3,None,410000.0,Single Family - Detached,3.0
1966.0,3,None,155000.0,Single Family - Detached,2.0
1423.0,3,None,235000.0,Single Family - Detached,2.0
3446.0,4,None,1066000.0,Single Family - Detached,3.5
2259.0,3,Private,305000.0,Single Family - Detached,2.0
2164.0,5,None,225000.0,Single Family - Detached,2.0
2434.0,4,Private,450000.0,Single Family - Detached,2.5
1444.0,2,None,137000.0,Single Family - Detached,2.5
1530.0,3,None,187000.0,Single Family - Detached,2.0
2011.0,3,None,180000.0,Single Family - Detached,2.5
1290.0,3,Private,250000.0,Single Family - Detached,2.0
1633.0,2,Community,202500.0,Townhouse,2.5
1250.0,3,Community,122000.0,Single Family - Detached,2.0
3443.0,5,Private,375000.0,Single Family - Detached,3.0
2807.0,3,None,567500.0,Single Family - Detached,3.0
1633.0,2,Community,65250.0,Apartment Style/Flat,2.0
1487.0,3,None,121000.0,Single Family - Detached,2.0
2382.0,3,None,628000.0,Single Family - Detached,3.0
1250.0,3,Private,119900.0,Single Family - Detached,1.0
1874.0,4,Community,202500.0,Single Family - Detached,2.5
1756.0,4,None,162000.0,Single Family - Detached,2.0
2006.0,3,None,320000.0,Single Family - Detached,2.0
1076.0,2,None,129000.0,Single Family - Detached,1.0
1200.0,3,Community,119000.0,Townhouse,1.5
2100.0,3,Private,375000.0,Single Family - Detached,2.0
1252.0,2,Community,68900.0,Apartment Style/Flat,1.5
2346.0,4,Private,440000.0,Single Family - Detached,2.0
1870.0,3,Community,338000.0,Single Family - Detached,2.5
1260.0,3,None,220000.0,Single Family - Detached,2.0
2046.0,4,Private,252500.0,Single Family - Detached,3.0
1336.0,2,Community,164000.0,Single Family - Detached,2.0
1565.0,4,Private,212000.0,Single Family - Detached,2.0
1955.0,4,None,235000.0,Single Family - Detached,2.0
1655.0,3,None,202000.0,Single Family - Detached,2.0
1584.0,4,None,120000.0,Single Family - Detached,2.5
1558.0,3,Private,161000.0,Single Family - Detached,2.0
2428.0,4,None,280000.0,Single Family - Detached,2.5
3079.0,4,None,275000.0,Single Family - Detached,2.5
1398.0,2,Community,175000.0,Apartment Style/Flat,2.0
1850.0,4,None,236230.0,Single Family - Detached,2.5
1765.0,4,Community,141000.0,Single Family - Detached,2.5
3588.0,5,None,192000.0,Single Family - Detached,3.0
1510.0,4,Private,99900.0,Single Family - Detached,2.0
1522.0,2,Community,128000.0,Single Family - Detached,2.5
2890.0,4,Private,410000.0,Single Family - Detached,3.0
2676.0,4,Private,330000.0,Single Family - Detached,3.0
1454.0,3,None,230000.0,Single Family - Detached,2.0
1404.0,2,Community,174000.0,Single Family - Detached,2.0
1578.0,2,Community,222500.0,Townhouse,2.0
1054.0,3,None,156000.0,Single Family - Detached,1.0
1643.0,2,None,145000.0,Gemini/Twin Home,2.0
1538.0,4,None,103500.0,Single Family - Detached,2.0
1795.0,3,None,195700.0,Single Family - Detached,2.0
2820.0,4,Private,329000.0,Single Family - Detached,2.5
1389.0,3,None,195000.0,Single Family - Detached,2.0
960.0,3,None,70000.0,Single Family - Detached,1.0
1510.0,3,Private,154900.0,Single Family - Detached,2.0
1912.0,4,None,129000.0,Single Family - Detached,3.0
4015.0,5,Private,372500.0,Single Family - Detached,3.5
1096.0,3,Community,140000.0,Single Family - Detached,2.0
1724.0,3,None,240000.0,Single Family - Detached,2.0
1696.0,2,Community,230000.0,Townhouse,2.5
1106.0,3,None,130200.0,Single Family - Detached,2.0
1520.0,3,None,215000.0,Single Family - Detached,2.0
4071.0,5,None,382000.0,Single Family - Detached,3.5
1449.0,3,None,248500.0,Single Family - Detached,2.5
2048.0,4,None,155000.0,Single Family - Detached,2.5
2400.0,3,Private,463000.0,Single Family - Detached,2.0
2109.0,4,Private,260000.0,Single Family - Detached,3.0
2500.0,4,None,376359.0,Townhouse,3.0
1237.0,2,Community,135000.0,Patio Home,2.0
2661.0,3,Community,365000.0,Single Family - Detached,2.5
2833.0,3,Private,358000.0,Single Family - Detached,2.0
2091.0,3,Private,337000.0,Single Family - Detached,3.0
2500.0,4,None,371825.0,Townhouse,3.0
2852.0,4,Private,430000.0,Single Family - Detached,2.5
1100.0,2,Community,75000.0,Townhouse,2.0
3174.0,4,None,171500.0,Single Family - Detached,2.5
1763.0,3,Private,453000.0,Single Family - Detached,2.0
3812.0,4,Private,357000.0,Single Family - Detached,3.0
1092.0,2,None,53100.0,Single Family - Detached,1.0
1296.0,3,None,112000.0,Single Family - Detached,2.0
7816.0,5,Private,1920000.0,Single Family - Detached,5.5
3317.0,6,Private,254000.0,Single Family - Detached,4.0
1906.0,3,None,185500.0,Single Family - Detached,2.5
5233.0,4,Private,1124900.0,Single Family - Detached,3.5
3492.0,4,Private,660000.0,Single Family - Detached,3.5
1450.0,3,None,112000.0,Single Family - Detached,2.0
2214.0,3,Private,217000.0,Single Family - Detached,3.0
1420.0,3,Community,144000.0,Single Family - Detached,2.5
1400.0,3,Community,125000.0,Patio Home,2.0
1412.0,3,None,139000.0,Single Family - Detached,2.0
1320.0,2,Community,143000.0,Single Family - Detached,2.0
2327.0,4,Community,237000.0,Single Family - Detached,3.0
1603.0,4,Private,139900.0,Single Family - Detached,2.0
2120.0,4,Community,244000.0,Single Family - Detached,3.0
1693.0,3,None,135000.0,Single Family - Detached,2.0
2858.0,4,Private,580000.0,Single Family - Detached,3.5
1598.0,3,Community,134893.0,Single Family - Detached,2.5
1534.0,3,None,200000.0,Single Family - Detached,2.0
1838.0,4,Private,275000.0,Single Family - Detached,2.0
1855.0,3,Private,220000.0,Single Family - Detached,2.5
3922.0,4,Private,485000.0,Single Family - Detached,3.0
2920.0,3,Private,295000.0,Single Family - Detached,2.0
2234.0,4,None,200000.0,Single Family - Detached,3.0
2132.0,4,Private,318000.0,Single Family - Detached,3.0
1298.0,3,None,86000.0,Mfg/Mobile Housing,2.0
1324.0,2,Community,161600.0,Townhouse,2.0
2862.0,2,Community,270000.0,Single Family - Detached,2.0
1104.0,2,Community,124900.0,Townhouse,1.5
3281.0,3,None,600000.0,Single Family - Detached,3.0
3040.0,4,None,377300.0,Single Family - Detached,3.0
1304.0,2,Community,110000.0,Townhouse,2.0
2348.0,5,Private,195000.0,Single Family - Detached,3.0
1144.0,3,Private,139000.0,Single Family - Detached,2.0
160.0,2,None,77500.0,Mfg/Mobile Housing,1.0
3253.0,2,Private,578000.0,Single Family - Detached,3.0
1654.0,3,None,192500.0,Single Family - Detached,2.5
